OBJECTID,ISO,NAME_0,NAME_1,VARNAME_1,NL_NAME_1,HASC_1,FIPS_1,CC_1,TYPE_1,ENGTYPE_1,VALIDFR_1,VALIDTO_1,REMARKS_1,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,FIPS_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,VALIDFR_4,VALIDTO_4,REMARKS_4,NAME_5,TYPE_5,ENGTYPE_5,VALIDFR_5,VALIDTO_5,Shape_Leng,Shape_Area,bngy,psgc_bgy,_mean,_median,_stdev,_min,_max
"71375",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Mandamo,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.16326090166,0.00095739825,Mandamo,"160202064",8344.51813471502,8382.55555555555,319.164075918323,6999,8958.22222222222
"71388",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Dankias,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.11590464115,0.00057124612,Dankias,"160202036",7310.75438596491,7464.94444444444,853.130619231653,5272.88888888889,8670.88888888889
"74106",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Baobaoan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.12852021081,0.00105676728,Baobaoan,"160202018",5831.19894179894,5778.77777777778,499.329800260937,4377.55555555556,7304
"74108",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Anticala,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.24363666562,0.00237006167,Anticala,"160202008",6297.36772486772,6302.33333333333,617.157005648071,4748.66666666667,7856.22222222222
"74189",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Cabcabon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09118813764,0.00046151295,Cabcabon,"160202029",6167.71550671551,5935.88888888889,819.155406852021,4920.33333333333,8067
"74192",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bobon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09225914150,0.00035568685,Bobon,"160202024",7265.23492063492,7194.05555555556,358.447297021122,6322.44444444444,8030
"74193",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Banza,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13286754892,0.00059708392,Banza,"160202017",7151.6621129326,7176.72222222222,558.216713554103,5807.44444444444,8370.33333333333
"74194",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Maug,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07927340045,0.00034333285,Maug,"160202068",7182.55375744047,7297.88888888889,577.342009602785,5679.33333333333,7989.88888888889
"74622",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Sumile,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.16762917993,0.00106161539,Sumile,"160202101",7688.92367601246,7751.44444444445,531.654080350036,6198.33333333333,8594
"74104",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Santo Nino,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13436570505,0.00076547528,Santo Niño,"160202100",7279.55401234568,7373.11111111111,630.008577274405,4856.22222222222,8267
"74129",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Los Angeles,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13496963647,0.00057281422,Los Angeles,"160202056",6813.70465337132,6887.66666666667,898.780416821713,5005.77777777778,8450.44444444445
"74159",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Sumilihon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13630038392,0.00066180852,Sumilihon,"160202080",6445.46296296296,6379,952.09077352624,4875.11111111111,8503.33333333333
"74167",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pianing,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.21747730925,0.00185564527,Pianing,"160202072",6805.21318879856,6795,643.507311167177,4872.55555555556,8150.44444444444
"74178",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Lumbocan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.10282171949,0.00048284051,Lumbocan,"160202057",5583.95366956819,5972,1642.88536250872,77.1666666666667,7810.77777777778
"74180",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Taguibo,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.14032314538,0.00070818907,Taguibo,"160202083",7276.19082125604,7309.22222222222,548.939725587091,5231.66666666667,8277.33333333333
"74181",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pagatpatan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07345705598,0.00023594789,Pagatpatan,"160202097",5844.69217687075,6242.33333333333,1440.4207824605,2187,7917.33333333333
"74200",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Masao,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.10493623697,0.00045654238,Masao,"160202067",4815.2941249227,4948,1694.46232022516,419,8008.22222222222
"74221",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Tiniwisan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09799882048,0.00038282935,Tiniwisan,"160202086",7317.41185185185,7321.33333333333,449.759522310441,6165.22222222222,8109.11111111111
"74225",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ampayon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.20409068601,0.00127043262,Ampayon,"160202007",7231.32983377078,7337.11111111111,591.517002817949,4762.44444444444,8303.88888888889
"74226",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pinamanculan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13456477007,0.00100267242,Pinamanculan,"160202073",5925.2997590703,6388.5,1358.3274017543,2315.4,7993.44444444444
"74251",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bugsukan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.14024292698,0.00077930491,Bugsukan,"160202092",7447.709513435,7477.77777777778,502.130049369821,5398.55555555556,8514.88888888889
"74253",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Babag,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07245840728,0.00025290070,Babag,"160202013",6390.40305010893,6568.55555555556,1302.07940448351,2675.66666666667,8002.44444444444
"74254",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Agusan Pequeno,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.06265382615,0.00012680060,Agusan Pequeño,"160202003",6170.85042735043,6540.55555555556,1241.26741203068,3368.11111111111,7840.11111111111
"74256",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Antongalon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13273145654,0.00070760201,Antongalon,"160202009",7766.85873015873,7800.5,328.810582119986,6293.66666666667,8325.22222222222
"74264",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ambago,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07656035406,0.00033248906,Ambago,"160202004",6164.43078403078,6217.11111111111,1088.65695383489,4068.71428571429,7927.33333333333
"74273",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bading Pob. (Bgy. 22),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.04633075293,0.00011970579,Bading Pob. (Bgy. 22),"160202014",6836.7264957265,6919.72222222222,418.365850691081,5810.66666666667,7668.44444444444
"74278",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Baan Km 3,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.12886885641,0.00070966874,Baan KM 3,"160202012",6401.72301587302,6508.33333333333,656.119221956564,4534.88888888889,7540.44444444444
"74291",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Mahogany Pob. (Bgy. 21),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.04148997492,0.00007390272,Mahogany Pob. (Bgy. 21),"160202062",7044.03174603175,7076.33333333333,265.028674461316,6442.22222222222,7467.44444444444
"74300",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Obrero Pob. (Bgy. 18),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03050394866,0.00002412381,Obrero Pob. (Bgy. 18),"160202091",6719.06666666667,6798.22222222222,498.059992419972,5852.66666666667,7372.33333333333
"74306",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Port Poyohon Pob. (Bgy. 17 - New Asia),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03423274058,0.00003679178,Port Poyohon Pob. (Bgy. 17 - New Asia),"160202069",6468.51851851852,6592.77777777778,574.347368639246,5586.88888888889,7121.44444444444
"74307",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Dumalagan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.15568379220,0.00104213985,Dumalagan,"160202040",6932.89212513485,7143.22222222222,896.195514229921,3527.66666666667,8260.66666666667
"74316",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Holy Redeemer Pob. (Bgy. 23),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03058496975,0.00003619503,Holy Redeemer Pob. (Bgy. 23),"160202047",5304.95833333333,5559.27777777778,1293.32961642447,3307.55555555556,7153.22222222222
"74326",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ong Yiu Pob. (Bgy. 16),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03459356609,0.00005611431,Ong Yiu Pob. (Bgy. 16),"160202071",6285.58333333333,6399.72222222222,590.267593158325,4797.11111111111,7017
"74330",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Doongan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.06649021986,0.00019878852,Doongan,"160202039",5157.99166666667,5372.27777777778,924.273255179007,3233.88888888889,6559.66666666667
"74334",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Lemon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09249777509,0.00041281749,Lemon,"160202052",6065.22628726287,5959.66666666667,677.492555705797,4534.77777777778,7472.11111111111
"74340",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Baan Riverside Pob. (Bgy. 20),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03016694166,0.00004172350,Baan Riverside Pob. (Bgy. 20),"160202033",7214.5,7185.88888888889,171.212028321538,6991.33333333333,7454.33333333333
"74343",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bayanihan Pob. (Bgy. 27),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.05767957834,0.00009732497,Bayanihan Pob. (Bgy. 27),"160202020",4241.55555555556,4029.94444444444,668.522474595866,3432.55555555556,5805.44444444444
"74344",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,San Ignacio Pob. (Bgy. 15),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02876358847,0.00002121689,San Ignacio Pob. (Bgy. 15),"160202075",6517.47222222222,6485.66666666667,337.923811405493,6137.88888888889,6960.66666666667
"74349",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Libertad,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.11160519689,0.00067070999,Libertad,"160202054",5580.48922056385,5677.61111111111,704.135998477711,3914.11111111111,6954.44444444444
"74352",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Buhangin Pob. (Bgy. 19),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.05431492570,0.00017109003,Buhangin Pob. (Bgy. 19),"160202027",6281.02941176471,6249.38888888889,666.783298789445,4449.11111111111,7349.55555555556
"74353",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bancasi,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.15508286098,0.00087752026,Bancasi,"160202016",6417.40761548065,6616.22222222222,820.064209203306,4142.22222222222,8104.55555555556
"74360",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Leon Kilat Pob. (Bgy. 13),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02613510198,0.00001666935,Leon Kilat Pob. (Bgy. 13),"160202053",6328.77777777778,6328.77777777778,62.4444444444448,6266.33333333333,6391.22222222222
